"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BDI","Burundi","2017","2017",10.48098,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BDI","Burundi","2018","2018",10.14888,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NZL","New Zealand","2017","2017",19.38512,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NZL","New Zealand","2018","2018",19.33179,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NZL","New Zealand","2019","2019",20.03784,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NZL","New Zealand","2020","2020",19.70184,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NZL","New Zealand","2021","2021",20.16286,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40525","Arab States","2017","2017",11.72997,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40525","Arab States","2018","2018",11.83803,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40525","Arab States","2019","2019",11.96801,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40525","Arab States","2020","2020",12.04418,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40525","Arab States","2021","2021",12.10455,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","GTM","Guatemala","2019","2019",10.93928,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","HKG","China, Hong Kong Special Administrative Region","2017","2017",16.46075,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","HKG","China, Hong Kong Special Administrative Region","2018","2018",16.7917,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","HKG","China, Hong Kong Special Administrative Region","2019","2019",16.90179,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","HKG","China, Hong Kong Special Administrative Region","2020","2020",17.01898,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","HKG","China, Hong Kong Special Administrative Region","2021","2021",17.35923,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","HKG","China, Hong Kong Special Administrative Region","2022","2022",17.18582,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MHL","Marshall Islands","2019","2019",16.09599,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MHL","Marshall Islands","2022","2022",17.01634,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40612","Central Asia","2017","2017",12.44171,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40612","Central Asia","2018","2018",12.54775,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40612","Central Asia","2019","2019",12.72597,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40612","Central Asia","2020","2020",12.69859,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40612","Central Asia","2021","2021",12.79236,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40612","Central Asia","2022","2022",12.82523,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ISR","Israel","2017","2017",15.43283,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ISR","Israel","2018","2018",15.36837,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ISR","Israel","2019","2019",15.35238,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ISR","Israel","2020","2020",15.37783,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ISR","Israel","2021","2021",15.58276,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","RUS","Russian Federation","2017","2017",14.63001,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","RUS","Russian Federation","2018","2018",15.30922,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","RUS","Russian Federation","2019","2019",15.32356,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","RUS","Russian Federation","2020","2020",13.42469,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","RUS","Russian Federation","2021","2021",13.3858,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","RUS","Russian Federation","2022","2022",13.44124,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","FIN","Finland","2017","2017",18.58182,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","FIN","Finland","2018","2018",18.6307,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","FIN","Finland","2019","2019",18.25285,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","FIN","Finland","2020","2020",18.17844,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","FIN","Finland","2021","2021",18.25875,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","FIN","Finland","2022","2022",18.40107,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","IND","India","2017","2017",12.17948,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","IND","India","2018","2018",11.78324,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","IND","India","2019","2019",11.68172,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","IND","India","2020","2020",12.17147,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","IND","India","2021","2021",12.47907,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","IND","India","2022","2022",12.98404,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","IND","India","2023","2023",12.94106,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CUB","Cuba","2017","2017",13.63932,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CUB","Cuba","2018","2018",13.79585,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CUB","Cuba","2019","2019",13.86809,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CUB","Cuba","2020","2020",13.79964,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CUB","Cuba","2021","2021",13.71633,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40650","Oceania","2017","2017",16.7843,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40650","Oceania","2018","2018",16.20458,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40650","Oceania","2019","2019",16.71131,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40650","Oceania","2020","2020",16.51216,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40650","Oceania","2021","2021",16.66818,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40650","Oceania","2022","2022",16.58956,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ALB","Albania","2017","2017",15.11301,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ALB","Albania","2018","2018",14.84559,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ALB","Albania","2019","2019",14.90936,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ALB","Albania","2020","2020",14.49291,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ALB","Albania","2021","2021",14.28942,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ALB","Albania","2022","2022",14.2922,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NPL","Nepal","2017","2017",12.97947,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NPL","Nepal","2019","2019",13.32362,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NPL","Nepal","2020","2020",12.8238,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","UKR","Ukraine","2017","2017",13.45575,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","UKR","Ukraine","2018","2018",13.43034,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","UKR","Ukraine","2019","2019",13.48342,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","UKR","Ukraine","2020","2020",13.40917,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","UKR","Ukraine","2021","2021",13.12754,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","OMN","Oman","2017","2017",13.43154,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","OMN","Oman","2018","2018",13.50936,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","OMN","Oman","2019","2019",13.44144,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","OMN","Oman","2020","2020",12.73187,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","OMN","Oman","2021","2021",12.58941,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40550","Small Island Developing States","2017","2017",11.79623,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40550","Small Island Developing States","2018","2018",11.85808,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40550","Small Island Developing States","2019","2019",11.95457,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40550","Small Island Developing States","2020","2020",11.90644,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40550","Small Island Developing States","2021","2021",11.86538,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BFA","Burkina Faso","2017","2017",8.37919,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BFA","Burkina Faso","2018","2018",8.7515,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BFA","Burkina Faso","2019","2019",8.78297,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BFA","Burkina Faso","2020","2020",8.7117,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BFA","Burkina Faso","2021","2021",8.7512,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BFA","Burkina Faso","2022","2022",8.18846,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","AUS","Australia","2017","2017",21.50828,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","AUS","Australia","2018","2018",19.86492,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","AUS","Australia","2019","2019",20.74703,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","AUS","Australia","2020","2020",20.15477,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","AUS","Australia","2021","2021",20.19376,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","AUS","Australia","2022","2022",19.84202,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","FRA","France","2017","2017",16.08797,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","FRA","France","2018","2018",16.20206,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","FRA","France","2019","2019",16.23834,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","FRA","France","2020","2020",16.33693,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","FRA","France","2021","2021",16.40241,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","FRA","France","2022","2022",16.54313,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","PHL","Philippines","2017","2017",13.21657,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","PHL","Philippines","2018","2018",13.27168,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","PHL","Philippines","2019","2019",13.45679,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","PHL","Philippines","2020","2020",13.21806,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","HRV","Croatia","2017","2017",16.13627,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","HRV","Croatia","2018","2018",16.21974,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","HRV","Croatia","2019","2019",16.30281,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","HRV","Croatia","2020","2020",16.36845,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","HRV","Croatia","2021","2021",16.48469,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MLI","Mali","2017","2017",7.74829,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SYC","Seychelles","2017","2017",14.2504,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SYC","Seychelles","2018","2018",14.61841,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SYC","Seychelles","2019","2019",14.84438,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SYC","Seychelles","2020","2020",14.47248,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SYC","Seychelles","2021","2021",15.57924,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SYC","Seychelles","2022","2022",15.4465,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","TKM","Turkmenistan","2019","2019",12.05283,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","TKM","Turkmenistan","2020","2020",12.39632,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","TKM","Turkmenistan","2021","2021",12.89954,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","TKM","Turkmenistan","2022","2022",13.24945,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ITA","Italy","2017","2017",16.45614,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ITA","Italy","2018","2018",16.61316,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ITA","Italy","2019","2019",16.76292,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ITA","Italy","2020","2020",16.99852,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ITA","Italy","2021","2021",17.14427,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BWA","Botswana","2021","2021",11.08065,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40334","Least Developed Countries","2017","2017",9.77998,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40334","Least Developed Countries","2018","2018",9.94278,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40334","Least Developed Countries","2019","2019",10.01267,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ARM","Armenia","2018","2018",14.06499,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ARM","Armenia","2019","2019",14.26832,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ARM","Armenia","2020","2020",14.4081,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ARM","Armenia","2021","2021",14.74233,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ARM","Armenia","2022","2022",14.81291,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","URY","Uruguay","2021","2021",18.79311,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40620","Europe","2017","2017",15.75054,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40620","Europe","2018","2018",15.87223,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40620","Europe","2019","2019",15.87684,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40620","Europe","2020","2020",15.88114,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40620","Europe","2021","2021",15.95818,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40620","Europe","2022","2022",15.97113,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CHE","Switzerland","2017","2017",16.1849,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CHE","Switzerland","2018","2018",16.27742,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CHE","Switzerland","2019","2019",16.35109,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CHE","Switzerland","2020","2020",16.409,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CHE","Switzerland","2021","2021",16.4982,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CHE","Switzerland","2022","2022",16.54634,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","NOR","Norway","2017","2017",17.37583,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","NOR","Norway","2018","2018",17.45397,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","NOR","Norway","2019","2019",17.54578,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","NOR","Norway","2020","2020",17.58493,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","NOR","Norway","2021","2021",17.80384,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BLR","Belarus","2017","2017",14.78567,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BLR","Belarus","2018","2018",14.55329,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BLR","Belarus","2019","2019",14.38135,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BLR","Belarus","2020","2020",14.25777,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BLR","Belarus","2021","2021",14.15603,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BLR","Belarus","2022","2022",14.04238,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ROU","Romania","2017","2017",14.62853,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ROU","Romania","2018","2018",14.78753,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ROU","Romania","2019","2019",14.8905,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ROU","Romania","2020","2020",14.12422,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ROU","Romania","2021","2021",15.04965,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40030","Middle income countries","2017","2017",12.31231,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40030","Middle income countries","2018","2018",12.21778,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40030","Middle income countries","2019","2019",12.33165,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40030","Middle income countries","2020","2020",12.50958,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40030","Middle income countries","2021","2021",12.63608,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40030","Middle income countries","2022","2022",12.83192,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LIE","Liechtenstein","2017","2017",13.85361,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LIE","Liechtenstein","2018","2018",13.67592,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LIE","Liechtenstein","2019","2019",14.25338,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LIE","Liechtenstein","2020","2020",14.18611,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LIE","Liechtenstein","2021","2021",14.36024,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","UZB","Uzbekistan","2017","2017",12.11688,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","UZB","Uzbekistan","2018","2018",12.25071,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","UZB","Uzbekistan","2019","2019",12.41573,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","UZB","Uzbekistan","2020","2020",12.09179,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","UZB","Uzbekistan","2021","2021",11.96601,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40617","Northern Africa and Western Asia","2017","2017",12.71405,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40617","Northern Africa and Western Asia","2018","2018",12.83271,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40617","Northern Africa and Western Asia","2019","2019",12.9528,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40617","Northern Africa and Western Asia","2020","2020",13.03843,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40617","Northern Africa and Western Asia","2021","2021",13.12016,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","IRN","Iran (Islamic Republic of)","2017","2017",14.21577,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","IRN","Iran (Islamic Republic of)","2020","2020",14.16625,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","QAT","Qatar","2017","2017",12.5171,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","QAT","Qatar","2018","2018",12.75271,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","QAT","Qatar","2019","2019",12.62609,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","QAT","Qatar","2020","2020",12.64909,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40505","Central Asia","2017","2017",12.86283,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40505","Central Asia","2018","2018",12.9279,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40505","Central Asia","2019","2019",13.05528,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40505","Central Asia","2020","2020",12.95712,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40505","Central Asia","2021","2021",12.99099,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40505","Central Asia","2022","2022",13.03535,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MDV","Maldives","2019","2019",13.27128,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LKA","Sri Lanka","2017","2017",12.95878,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LKA","Sri Lanka","2018","2018",13.14461,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CPV","Cabo Verde","2017","2017",11.81033,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CPV","Cabo Verde","2018","2018",11.57099,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LUX","Luxembourg","2017","2017",14.22867,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LUX","Luxembourg","2018","2018",14.24567,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LUX","Luxembourg","2019","2019",14.25139,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LUX","Luxembourg","2020","2020",14.28886,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LUX","Luxembourg","2021","2021",14.31557,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","COL","Colombia","2017","2017",14.99888,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","COL","Colombia","2018","2018",14.86277,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","COL","Colombia","2019","2019",14.72452,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","COL","Colombia","2020","2020",14.47732,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","COL","Colombia","2021","2021",14.67448,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","COL","Colombia","2022","2022",14.54108,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BRN","Brunei Darussalam","2017","2017",13.64943,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BRN","Brunei Darussalam","2018","2018",13.54666,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BRN","Brunei Darussalam","2019","2019",13.31603,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BRN","Brunei Darussalam","2020","2020",13.25225,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","PRT","Portugal","2017","2017",16.43869,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","PRT","Portugal","2018","2018",16.63084,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","PRT","Portugal","2019","2019",16.78882,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","PRT","Portugal","2020","2020",16.87392,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","PRT","Portugal","2021","2021",17.0702,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40535","South and West Asia","2017","2017",11.36289,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40535","South and West Asia","2018","2018",10.78044,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40535","South and West Asia","2019","2019",10.87352,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40535","South and West Asia","2020","2020",11.06459,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40535","South and West Asia","2021","2021",11.23637,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40535","South and West Asia","2022","2022",11.647,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40611","Eastern Asia","2017","2017",14.27293,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40611","Eastern Asia","2018","2018",14.43825,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40611","Eastern Asia","2019","2019",14.73365,,
