"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BHR","Bahrain","2019","2019",16.14518,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BHR","Bahrain","2022","2022",15.73036,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40344","Small Island Developing States","2017","2017",11.67044,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40344","Small Island Developing States","2018","2018",11.71019,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40344","Small Island Developing States","2019","2019",11.7559,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40344","Small Island Developing States","2020","2020",11.68967,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","HUN","Hungary","2017","2017",15.59085,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","HUN","Hungary","2018","2018",15.48612,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","HUN","Hungary","2019","2019",15.3533,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","HUN","Hungary","2020","2020",15.38947,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","HUN","Hungary","2021","2021",15.42618,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40330","Landlocked Developing Countries","2017","2017",10.15666,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40330","Landlocked Developing Countries","2018","2018",10.22621,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40330","Landlocked Developing Countries","2019","2019",10.26706,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MDG","Madagascar","2018","2018",9.93807,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MDG","Madagascar","2019","2019",9.4649,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LSO","Lesotho","2017","2017",11.67891,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","GHA","Ghana","2017","2017",11.26283,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","GHA","Ghana","2018","2018",11.18617,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","GHA","Ghana","2019","2019",11.45855,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","GHA","Ghana","2020","2020",11.55268,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","GHA","Ghana","2021","2021",11.68865,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","GHA","Ghana","2022","2022",11.51691,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SVK","Slovakia","2017","2017",14.07819,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SVK","Slovakia","2018","2018",14.03665,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SVK","Slovakia","2019","2019",14.00949,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SVK","Slovakia","2020","2020",14.06161,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SVK","Slovakia","2021","2021",14.19749,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SVK","Slovakia","2022","2022",14.39934,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","IRL","Ireland","2017","2017",18.62423,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","IRL","Ireland","2018","2018",19.26097,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","IRL","Ireland","2019","2019",18.64552,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","IRL","Ireland","2020","2020",18.44169,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","IRL","Ireland","2021","2021",18.77158,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","TZA","United Republic of Tanzania","2017","2017",7.99015,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","TZA","United Republic of Tanzania","2019","2019",8.76623,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","TZA","United Republic of Tanzania","2021","2021",8.72376,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40515","East Asia and the Pacific","2017","2017",13.94182,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40515","East Asia and the Pacific","2018","2018",14.06322,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40515","East Asia and the Pacific","2019","2019",14.27354,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40515","East Asia and the Pacific","2020","2020",14.4658,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40515","East Asia and the Pacific","2021","2021",14.69742,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40515","East Asia and the Pacific","2022","2022",14.87598,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40540","Sub-Saharan Africa","2017","2017",8.80973,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40613","South-Eastern Asia","2017","2017",13.23715,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40613","South-Eastern Asia","2018","2018",13.28307,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40613","South-Eastern Asia","2019","2019",13.35684,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40613","South-Eastern Asia","2020","2020",13.35691,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40613","South-Eastern Asia","2021","2021",13.5433,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40614","Western Asia","2017","2017",12.41981,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40614","Western Asia","2018","2018",12.60019,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40614","Western Asia","2019","2019",12.71702,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40614","Western Asia","2020","2020",12.84301,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40614","Western Asia","2021","2021",12.99145,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40614","Western Asia","2022","2022",13.03331,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BGR","Bulgaria","2017","2017",14.41951,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BGR","Bulgaria","2018","2018",14.30073,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BGR","Bulgaria","2019","2019",14.00138,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BGR","Bulgaria","2020","2020",13.79266,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BGR","Bulgaria","2021","2021",13.62206,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BLZ","Belize","2017","2017",13.55812,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BLZ","Belize","2018","2018",13.61111,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BLZ","Belize","2019","2019",13.65922,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BLZ","Belize","2020","2020",13.55454,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BLZ","Belize","2021","2021",13.19169,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BLZ","Belize","2022","2022",12.80862,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MKD","North Macedonia","2017","2017",12.95032,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MKD","North Macedonia","2018","2018",12.81453,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MKD","North Macedonia","2019","2019",12.53417,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MKD","North Macedonia","2020","2020",12.50205,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MKD","North Macedonia","2021","2021",12.60997,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MKD","North Macedonia","2022","2022",12.67132,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40041","High income countries","2017","2017",16.12171,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40041","High income countries","2018","2018",16.06721,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40041","High income countries","2019","2019",16.09518,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40041","High income countries","2020","2020",16.08562,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40041","High income countries","2021","2021",16.04986,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40041","High income countries","2022","2022",16.07404,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SWE","Sweden","2017","2017",19.91831,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SWE","Sweden","2018","2018",20.06899,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SWE","Sweden","2019","2019",19.78601,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SWE","Sweden","2020","2020",20.07491,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SWE","Sweden","2021","2021",20.65983,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SWE","Sweden","2022","2022",20.70726,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CIV","Côte d'Ivoire","2017","2017",10.24315,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CIV","Côte d'Ivoire","2019","2019",10.54879,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CIV","Côte d'Ivoire","2020","2020",10.6576,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","VAT","Holy See","2017","2017",,"a","Category not applicable"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","VAT","Holy See","2018","2018",,"a","Category not applicable"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","VAT","Holy See","2019","2019",,"a","Category not applicable"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","VAT","Holy See","2020","2020",,"a","Category not applicable"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","VAT","Holy See","2021","2021",,"a","Category not applicable"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","VAT","Holy See","2022","2022",,"a","Category not applicable"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","VAT","Holy See","2023","2023",,"a","Category not applicable"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","PER","Peru","2017","2017",14.47679,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40620","Europe","2017","2017",16.45432,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40620","Europe","2018","2018",16.57084,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40620","Europe","2019","2019",16.58843,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40620","Europe","2020","2020",16.58449,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40620","Europe","2021","2021",16.74366,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40620","Europe","2022","2022",16.75818,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ALB","Albania","2017","2017",15.53131,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ALB","Albania","2018","2018",15.36147,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ALB","Albania","2019","2019",15.43577,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ALB","Albania","2020","2020",15.01956,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ALB","Albania","2021","2021",14.84925,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ALB","Albania","2022","2022",14.68104,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40510","World","2017","2017",12.17206,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40510","World","2018","2018",12.18544,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40510","World","2019","2019",12.22309,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40510","World","2020","2020",12.38885,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40510","World","2021","2021",12.46197,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40510","World","2022","2022",12.58707,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MRT","Mauritania","2017","2017",8.17936,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MRT","Mauritania","2018","2018",8.56948,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MRT","Mauritania","2019","2019",8.69101,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MRT","Mauritania","2020","2020",7.95745,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SEN","Senegal","2019","2019",9.36251,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SEN","Senegal","2020","2020",9.57515,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SEN","Senegal","2021","2021",9.71004,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SEN","Senegal","2022","2022",9.88596,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MUS","Mauritius","2017","2017",15.37428,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MUS","Mauritius","2018","2018",15.37549,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MUS","Mauritius","2019","2019",15.34187,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MUS","Mauritius","2020","2020",15.18283,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","NLD","Netherlands","2017","2017",18.15489,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","NLD","Netherlands","2018","2018",18.11558,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","NLD","Netherlands","2020","2020",18.12661,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","NLD","Netherlands","2021","2021",18.23271,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","QAT","Qatar","2017","2017",14.93775,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","QAT","Qatar","2018","2018",14.95256,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","QAT","Qatar","2019","2019",15.16505,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","QAT","Qatar","2020","2020",15.28956,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MYS","Malaysia","2017","2017",12.94913,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MYS","Malaysia","2018","2018",12.71047,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MYS","Malaysia","2019","2019",12.64428,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MYS","Malaysia","2020","2020",12.50049,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MYS","Malaysia","2021","2021",12.49646,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CRI","Costa Rica","2017","2017",15.66827,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CRI","Costa Rica","2018","2018",15.77196,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CRI","Costa Rica","2019","2019",16.3951,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","EST","Estonia","2017","2017",15.06387,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","EST","Estonia","2018","2018",14.99603,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","EST","Estonia","2019","2019",14.97369,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","EST","Estonia","2020","2020",14.99682,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","EST","Estonia","2021","2021",15.13871,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","EST","Estonia","2022","2022",15.1443,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40606","Sub-Saharan Africa","2017","2017",8.80366,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MNG","Mongolia","2019","2019",13.76214,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ISL","Iceland","2017","2017",19.8511,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ISL","Iceland","2018","2018",19.61598,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ISL","Iceland","2019","2019",19.42679,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ISL","Iceland","2020","2020",19.46157,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ISL","Iceland","2021","2021",20.50426,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","DNK","Denmark","2017","2017",19.45062,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","DNK","Denmark","2018","2018",19.3261,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","DNK","Denmark","2019","2019",19.21278,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","DNK","Denmark","2020","2020",19.25827,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","DNK","Denmark","2021","2021",19.37519,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","DNK","Denmark","2022","2022",19.32867,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40619","Eastern and South-Eastern Asia","2017","2017",13.33679,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40619","Eastern and South-Eastern Asia","2018","2018",13.44216,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40619","Eastern and South-Eastern Asia","2019","2019",13.57716,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40619","Eastern and South-Eastern Asia","2020","2020",13.79822,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40619","Eastern and South-Eastern Asia","2021","2021",14.04912,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40619","Eastern and South-Eastern Asia","2022","2022",14.24518,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MOZ","Mozambique","2017","2017",10.85025,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40500","North America and Western Europe","2017","2017",17.31182,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40500","North America and Western Europe","2018","2018",17.31829,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40500","North America and Western Europe","2019","2019",17.35273,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40500","North America and Western Europe","2020","2020",17.37531,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40500","North America and Western Europe","2021","2021",17.46155,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40500","North America and Western Europe","2022","2022",17.49509,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CHL","Chile","2017","2017",16.76624,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CHL","Chile","2018","2018",16.86311,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CHL","Chile","2019","2019",16.8846,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CHL","Chile","2020","2020",16.57752,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CHL","Chile","2021","2021",17.08077,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CHL","Chile","2022","2022",17.18331,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SRB","Serbia","2017","2017",14.46343,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SRB","Serbia","2018","2018",14.39917,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SRB","Serbia","2019","2019",14.30753,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SRB","Serbia","2020","2020",14.04029,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SRB","Serbia","2021","2021",13.98247,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SRB","Serbia","2022","2022",13.29494,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40675","World","2017","2017",12.17206,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40675","World","2018","2018",12.18544,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40675","World","2019","2019",12.22309,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40675","World","2020","2020",12.38885,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40675","World","2021","2021",12.46197,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40675","World","2022","2022",12.58707,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","IND","India","2017","2017",12.86585,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","IND","India","2018","2018",11.85295,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","IND","India","2019","2019",11.83324,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","IND","India","2020","2020",12.083,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","IND","India","2021","2021",12.31828,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","IND","India","2022","2022",12.92634,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","IND","India","2023","2023",12.83378,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","KOR","Republic of Korea","2017","2017",16.8981,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","KOR","Republic of Korea","2018","2018",16.80244,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","KOR","Republic of Korea","2019","2019",16.75326,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","KOR","Republic of Korea","2020","2020",16.7398,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","KOR","Republic of Korea","2021","2021",16.84387,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","KOR","Republic of Korea","2022","2022",16.91987,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","GRC","Greece","2017","2017",18.88993,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","GRC","Greece","2018","2018",19.18727,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","GRC","Greece","2019","2019",19.58317,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","GRC","Greece","2020","2020",19.54765,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","GRC","Greece","2021","2021",19.89186,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ARG","Argentina","2017","2017",16.47525,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ARG","Argentina","2018","2018",16.46805,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ARG","Argentina","2019","2019",16.61041,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ARG","Argentina","2020","2020",16.75852,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ARG","Argentina","2021","2021",17.13033,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","RWA","Rwanda","2017","2017",11.07409,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","RWA","Rwanda","2018","2018",10.76707,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","RWA","Rwanda","2019","2019",10.82271,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","RWA","Rwanda","2022","2022",11.28066,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40616","Southern Asia","2017","2017",11.36289,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40616","Southern Asia","2018","2018",10.78044,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40616","Southern Asia","2019","2019",10.87352,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40616","Southern Asia","2020","2020",11.06459,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40616","Southern Asia","2021","2021",11.23637,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40616","Southern Asia","2022","2022",11.647,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CYP","Cyprus","2017","2017",15.27492,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CYP","Cyprus","2018","2018",15.60838,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CYP","Cyprus","2019","2019",15.96283,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CYP","Cyprus","2020","2020",16.07854,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CYP","Cyprus","2021","2021",15.84014,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","PSE","Palestine","2017","2017",13.98661,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","PSE","Palestine","2018","2018",14.01313,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","PSE","Palestine","2019","2019",14.024,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","PSE","Palestine","2020","2020",13.98743,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","PSE","Palestine","2021","2021",13.90925,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","PSE","Palestine","2022","2022",13.95714,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40042","Lower middle income countries","2017","2017",10.96823,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40042","Lower middle income countries","2018","2018",10.88681,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40042","Lower middle income countries","2019","2019",10.92591,,
